-9.278210873533114977e+01,-1.662382149876165727e+02,-7.556757386336441584e+01,-6.173142113417813448e+01,-9.961532401791404823e+01
-6.840893948674927572e+01,1.314166816207094826e+02,-1.619187642066821979e+02,-2.660519867634232583e+01,-1.093524128923841232e+02
-1.005875156295502926e+01,-4.292954502479278744e+01,-1.087868424580988247e+01,-1.410070909059747351e+02,2.071257575495526737e+01
1.342621782463536704e+02,-7.403344569531520847e+01,-1.304866098694452603e+01,8.939115128763101836e+01,-3.323468853566039627e+01
1.553040136102939925e+02,-8.786976404596610735e+01,4.177454860627292987e+01,1.596791784308260844e+02,-2.306557117682324076e+00
-9.611072507480116656e+00,3.386121608560745244e+01,1.238229868201146928e+02,1.636932700093898916e+02,-5.211257255282738754e+00
1.016100794205636504e+02,1.518487888325399382e+01,-1.678508717742099066e+01,-5.232235162555700470e+01,1.779078754561110998e+01
-8.683288335478650311e+00,-5.931929822894721838e+01,-1.225185046736517194e+02,5.757427392771005259e+01,2.825114010493292227e+01
1.739627959530819794e+02,2.591372255960174584e+02,2.372696773682775984e+00,3.171426355868755991e+02,2.825532550462860399e+02
-2.333369964825832881e+02,-3.531992400007499668e+02,-3.213343213838079464e+02,-3.181769492506417691e+02,-2.010060541184579961e+02
9.775278635047044418e+01,1.542478209751600673e+02,2.024516122167707124e+02,1.485353646752925556e+02,1.699140859364433709e+02
-4.313173743360902535e+00,-3.487696599397256136e+01,2.388808235345756259e+01,-2.610202503047609479e+00,1.671491538443646334e+02
-5.362570114004100219e+01,-1.633481449704342197e+02,-2.669721749636658501e+02,-1.822667512867869846e+02,-2.029977684159245541e+02
-1.008474949699883467e+02,-1.137150958065444968e+02,-1.212747599370194962e+02,-1.186438710850711686e+01,-1.735287575731610730e+02
-6.841080396522502838e+01,2.441467075217998683e+01,-1.256056007846165414e+02,5.179036670225624306e+01,-1.216496122664125323e+02
-1.134795718431163891e+02,-1.639154269466057485e+02,-2.478422589489566121e+02,3.199899986162087728e+01,-1.328037342208914424e+02
-6.311660103765055396e+01,9.778764509760991075e+01,-2.951167487696551106e+01,-1.188863592719189199e+02,-8.420333930685947621e+01
